"sample","filename","pair","SB","code"
"15-11643","/storage/btbgenie/mbovis_ireland/Wicklow/Fastqs_15-03-19/15-11643_S67_L001-4_R2_001.fastq.gz",1,"SB0054",1.10010100000111E+042
"7-10423","/storage/btbgenie/mbovis_ireland/Wicklow/Fastqs_15-03-19/7-10423_S73_L001-4_R2_001.fastq.gz",1,"SB0054",1.10010100000111E+042
"17-11662","/storage/btbgenie/mbovis_ireland/Wicklow/Fastqs_15-03-19/17-11662_S11_L001-4_R2_001.fastq.gz",1,"SB0054",1.10010100000111E+042
"22-12200","/storage/btbgenie/mbovis_ireland/Wicklow/Fastqs_15-03-19/22-12200_S30_L001-4_R1_001.fastq.gz",1,"SB0054",1.10010100000111E+042
"48-2919","/storage/btbgenie/mbovis_ireland/Wicklow/Fastqs_15-03-19/48-2919_S59_L001-4_R1_001.fastq.gz",1,"SB0054",1.10010100000111E+042
"41-2165","/storage/btbgenie/mbovis_ireland/Wicklow/Fastqs_15-03-19/41-2165_S91_L001-4_R2_001.fastq.gz",1,"SB0054",1.10010100000111E+042
"52-3698","/storage/btbgenie/mbovis_ireland/Wicklow/Fastqs_15-03-19/52-3698_S46_L001-4_R1_001.fastq.gz",1,"SB0054",1.10010100000111E+042
"51-3292","/storage/btbgenie/mbovis_ireland/Wicklow/Fastqs_15-03-19/51-3292_S37_L001-4_R1_001.fastq.gz",1,"SB0054",1.10010100000111E+042
"31-12952","/storage/btbgenie/mbovis_ireland/Wicklow/Fastqs_15-03-19/31-12952_S34_L001-4_R2_001.fastq.gz",1,"SB0054",1.10010100000111E+042
"13-11594","/storage/btbgenie/mbovis_ireland/Wicklow/Fastqs_15-03-19/13-11594_S85_L001-4_R1_001.fastq.gz",1,"SB0054",1.10010100000111E+042
"55-4348","/storage/btbgenie/mbovis_ireland/Wicklow/Fastqs_15-03-19/55-4348_S28_L001-4_R1_001.fastq.gz",1,"SB0054",1.10010100000111E+042
"5-10284","/storage/btbgenie/mbovis_ireland/Wicklow/Fastqs_15-03-19/5-10284_S52_L001-4_R2_001.fastq.gz",1,"SB0054",1.10010100000111E+042
"59-6110","/storage/btbgenie/mbovis_ireland/Wicklow/Fastqs_15-03-19/59-6110_S65_L001-4_R1_001.fastq.gz",1,"SB0054",1.10010100000111E+042
"28-12935","/storage/btbgenie/mbovis_ireland/Wicklow/Fastqs_15-03-19/28-12935_S66_L001-4_R2_001.fastq.gz",1,"SB0054",1.10010100000111E+042
"26-12883","/storage/btbgenie/mbovis_ireland/Wicklow/Fastqs_15-03-19/26-12883_S29_L001-4_R1_001.fastq.gz",1,"SB0054",1.10010100000111E+042
"17-MBovis","/storage/btbgenie/mbovis_ireland/Wicklow/Fastqs_07-01-18/17-MBovis_S21_L001-4_R1_001.fastq.gz",1,"SB0054",1.10010100000111E+042
"26-MBovis","/storage/btbgenie/mbovis_ireland/Wicklow/Fastqs_07-01-18/26-MBovis_S43_L001-4_R1_001.fastq.gz",1,"SB0054",1.10010100000111E+042
"19-MBovis","/storage/btbgenie/mbovis_ireland/Wicklow/Fastqs_07-01-18/19-MBovis_S32_L001-4_R1_001.fastq.gz",1,"SB0054",1.10010100000111E+042
"19-5224","/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-5224_S37_L001-4_R2_001.fastq.gz",1,"SB0142",1.10110100000111E+042
"19-4168","/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-4168_S66_L001-4_R2_001.fastq.gz",1,"SB0140",1.10110100000111E+042
"19-8294","/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-8294_S40_L001-4_R1_001.fastq.gz",1,"SB0140",1.10110100000111E+042
"19-7319","/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-7319_S58_L001-4_R2_001.fastq.gz",1,"SB0142",1.10110100000111E+042
"19-1469","/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-1469_S35_L001-4_R1_001.fastq.gz",1,"SB0140",1.10110100000111E+042
"19-5771","/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-5771_S27_L001-4_R1_001.fastq.gz",1,"SB0140",1.10110100000111E+042
"19-6246","/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-6246_S45_L001-4_R2_001.fastq.gz",1,"SB0140",1.10110100000111E+042
"19-578","/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-578_S71_L001-4_R1_001.fastq.gz",1,"SB0140",1.10110100000111E+042
"19-7512","/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-7512_S89_L001-4_R1_001.fastq.gz",1,"SB0140",1.10110100000111E+042
"19-6311","/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-6311_S82_L001-4_R2_001.fastq.gz",1,"SB0980",1.10110100000011E+042
"19-4161","/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-4161_S1_L001-4_R1_001.fastq.gz",1,"SB0142",1.10110100000111E+042
"19-4022","/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-4022_S15_L001-4_R1_001.fastq.gz",1,"SB0140",1.10110100000111E+042
"19-6321","/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-6321_S38_L001-4_R1_001.fastq.gz",1,"SB0142",1.10110100000111E+042
"19-6359","/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-6359_S76_L001-4_R2_001.fastq.gz",1,"SB0140",1.10110100000111E+042
"19-7517","/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-7517_S73_L001-4_R1_001.fastq.gz",1,"SB0142",1.10110100000111E+042
"19-6360","/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-6360_S75_L001-4_R1_001.fastq.gz",1,"SB0140",1.10110100000111E+042
"19-4235","/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-4235_S10_L001-4_R1_001.fastq.gz",1,"SB0142",1.10110100000111E+042
"19-3989","/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-3989_S39_L001-4_R1_001.fastq.gz",1,"SB0142",1.10110100000111E+042
"19-6107","/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-6107_S79_L001-4_R1_001.fastq.gz",1,"SB0142",1.10110100000111E+042
"19-6108","/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-6108_S62_L001-4_R1_001.fastq.gz",1,"SB0980",1.10110100000011E+042
"19-6276","/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-6276_S18_L001-4_R2_001.fastq.gz",1,,1.10110100000101E+042
"19-5969","/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-5969_S70_L001-4_R1_001.fastq.gz",1,"SB0140",1.10110100000111E+042
"19-2600","/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-2600_S61_L001-4_R2_001.fastq.gz",1,"SB0142",1.10110100000111E+042
"19-2919","/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-2919_S25_L001-4_R2_001.fastq.gz",1,"SB0140",1.10110100000111E+042
"19-5663","/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-5663_S69_L001-4_R2_001.fastq.gz",1,"SB0142",1.10110100000111E+042
"19-3370","/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-3370_S54_L001-4_R2_001.fastq.gz",1,"SB0980",1.10110100000011E+042
"19-1942","/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-1942_S86_L001-4_R2_001.fastq.gz",1,"SB0142",1.10110100000111E+042
"19-7577","/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-7577_S72_L001-4_R1_001.fastq.gz",1,"SB0980",1.10110100000011E+042
"19-4281","/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-4281_S77_L001-4_R2_001.fastq.gz",1,"SB0146",1.10111110101111E+042
"19-2376","/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-2376_S12_L001-4_R2_001.fastq.gz",1,"SB0140",1.10110100000111E+042
"19-7209","/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-7209_S13_L001-4_R1_001.fastq.gz",1,"SB0140",1.10110100000111E+042
"19-2597","/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-2597_S5_L001-4_R1_001.fastq.gz",1,"SB0140",1.10110100000111E+042
"19-1958","/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-1958_S33_L001-4_R1_001.fastq.gz",1,"SB0142",1.10110100000111E+042
"19-7190","/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-7190_S21_L001-4_R2_001.fastq.gz",1,"SB0142",1.10110100000111E+042
"19-7433","/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-7433_S84_L001-4_R1_001.fastq.gz",1,"SB0140",1.10110100000111E+042
"19-65","/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-65_S93_L001-4_R2_001.fastq.gz",1,"SB0140",1.10110100000111E+042
"19-598","/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-598_S95_L001-4_R1_001.fastq.gz",1,"SB0140",1.10110100000111E+042
"19-6793","/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-6793_S6_L001-4_R1_001.fastq.gz",1,"SB0980",1.10110100000011E+042
"19-5162","/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-5162_S16_L001-4_R1_001.fastq.gz",1,"SB0980",1.10110100000011E+042
"19-4165","/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-4165_S20_L001-4_R2_001.fastq.gz",1,"SB0142",1.10110100000111E+042
"19-3761","/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-3761_S78_L001-4_R2_001.fastq.gz",1,"SB0140",1.10110100000111E+042
"19-3990","/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-3990_S23_L001-4_R1_001.fastq.gz",1,"SB0142",1.10110100000111E+042
"19-7404","/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-7404_S51_L001-4_R1_001.fastq.gz",1,"SB0142",1.10110100000111E+042
"19-7405","/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-7405_S50_L001-4_R2_001.fastq.gz",1,"SB0142",1.10110100000111E+042
"19-1629","/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-1629_S19_L001-4_R1_001.fastq.gz",1,"SB0140",1.10110100000111E+042
"19-5155","/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-5155_S11_L001-4_R2_001.fastq.gz",1,"SB0978",1.10110100000111E+042
"19-5777","/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-5777_S17_L001-4_R2_001.fastq.gz",1,"SB0140",1.10110100000111E+042
"19-2786","/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-2786_S55_L001-4_R2_001.fastq.gz",1,"SB0142",1.10110100000111E+042
"19-3366","/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-3366_S92_L001-4_R1_001.fastq.gz",1,"SB0140",1.10110100000111E+042
"19-6277","/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-6277_S32_L001-4_R1_001.fastq.gz",1,"SB0140",1.10110100000111E+042
"19-8206","/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-8206_S4_L001-4_R1_001.fastq.gz",1,"SB0142",1.10110100000111E+042
"19-7323","/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-7323_S46_L001-4_R2_001.fastq.gz",1,"SB0140",1.10110100000111E+042
"19-6357","/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-6357_S53_L001-4_R1_001.fastq.gz",1,"SB0142",1.10110100000111E+042
"19-7464","/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-7464_S2_L001-4_R2_001.fastq.gz",1,"SB0142",1.10110100000111E+042
"19-6656","/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-6656_S44_L001-4_R1_001.fastq.gz",1,"SB0142",1.10110100000111E+042
"19-1603","/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-1603_S85_L001-4_R2_001.fastq.gz",1,"SB0140",1.10110100000111E+042
"19-7328","/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-7328_S7_L001-4_R2_001.fastq.gz",1,"SB0140",1.10110100000111E+042
"19-1465","/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-1465_S94_L001-4_R1_001.fastq.gz",1,"SB0142",1.10110100000111E+042
"19-6796","/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-6796_S34_L001-4_R2_001.fastq.gz",1,"SB0142",1.10110100000111E+042
"19-2586","/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-2586_S24_L001-4_R1_001.fastq.gz",1,"SB0140",1.10110100000111E+042
"19-2438","/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-2438_S42_L001-4_R2_001.fastq.gz",1,"SB0145",1.10100000000001E+042
"19-4938","/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-4938_S30_L001-4_R1_001.fastq.gz",1,"SB0140",1.10110100000111E+042
"19-2613","/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-2613_S91_L001-4_R1_001.fastq.gz",1,"SB0140",1.10110100000111E+042
"19-1690","/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-1690_S63_L001-4_R1_001.fastq.gz",1,"SB0142",1.10110100000111E+042
"19-4167","/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-4167_S3_L001-4_R2_001.fastq.gz",1,"SB0140",1.10110100000111E+042
"19-4240","/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-4240_S80_L001-4_R1_001.fastq.gz",1,"SB0142",1.10110100000111E+042
"19-1230","/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-1230_S81_L001-4_R2_001.fastq.gz",1,"SB0142",1.10110100000111E+042
"19-5222","/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-5222_S52_L001-4_R1_001.fastq.gz",1,"SB0142",1.10110100000111E+042
"19-1426","/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-1426_S56_L001-4_R1_001.fastq.gz",1,"SB0142",1.10110100000111E+042
"19-2730","/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-2730_S26_L001-4_R2_001.fastq.gz",1,"SB0142",1.10110100000111E+042
"19-6468","/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-6468_S67_L001-4_R1_001.fastq.gz",1,"SB0142",1.10110100000111E+042
"19-4872","/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-4872_S83_L001-4_R2_001.fastq.gz",1,"SB0142",1.10110100000111E+042
"19-4803","/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-4803_S31_L001-4_R1_001.fastq.gz",1,"SB0980",1.10110100000011E+042
"19-7348","/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-7348_S43_L001-4_R2_001.fastq.gz",1,"SB0980",1.10110100000011E+042
"19-6908","/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-6908_S9_L001-4_R2_001.fastq.gz",1,"SB0140",1.10110100000111E+042
"19-6784","/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-6784_S87_L001-4_R2_001.fastq.gz",1,"SB0140",1.10110100000111E+042
"19-3752","/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-3752_S41_L001-4_R2_001.fastq.gz",1,"SB0142",1.10110100000111E+042
"19-5221","/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-5221_S90_L001-4_R1_001.fastq.gz",1,"SB0142",1.10110100000111E+042
"19-1601","/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-1601_S28_L001-4_R1_001.fastq.gz",1,"SB0142",1.10110100000111E+042
"19-6317","/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-6317_S60_L001-4_R2_001.fastq.gz",1,"SB0142",1.10110100000111E+042
"19-1428","/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-1428_S57_L001-4_R1_001.fastq.gz",1,"SB0980",1.10110100000011E+042
4792,"/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_24-09-19/4792_S11_L001-4_R2_001.fastq.gz",1,"SB0142",1.10110100000111E+042
2975,"/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_24-09-19/2975_S40_L001-4_R2_001.fastq.gz",1,"SB0142",1.10110100000111E+042
3582,"/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_24-09-19/3582_S64_L001-4_R2_001.fastq.gz",1,"SB0142",1.10110100000111E+042
2608,"/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_24-09-19/2608_S36_L001-4_R2_001.fastq.gz",1,"SB0142",1.10110100000111E+042
4960,"/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_24-09-19/4960_S92_L001-4_R2_001.fastq.gz",1,"SB0140",1.10110100000111E+042
2976,"/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_24-09-19/2976_S95_L001-4_R2_001.fastq.gz",1,"SB0142",1.10110100000111E+042
3496,"/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_24-09-19/3496_S83_L001-4_R2_001.fastq.gz",1,"SB0980",1.10110100000011E+042
5572,"/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_24-09-19/5572_S18_L001-4_R2_001.fastq.gz",1,"SB0140",1.10110100000111E+042
3413,"/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_24-09-19/3413_S37_L001-4_R1_001.fastq.gz",1,"SB0142",1.10110100000111E+042
4794,"/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_24-09-19/4794_S73_L001-4_R1_001.fastq.gz",1,"SB0140",1.10110100000111E+042
3091,"/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_24-09-19/3091_S38_L001-4_R1_001.fastq.gz",1,"SB0140",1.10110100000111E+042
4947,"/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_24-09-19/4947_S15_L001-4_R2_001.fastq.gz",1,"SB0140",1.10110100000111E+042
2977,"/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_24-09-19/2977_S22_L001-4_R2_001.fastq.gz",1,"SB0142",1.10110100000111E+042
4973,"/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_24-09-19/4973_S49_L001-4_R2_001.fastq.gz",1,"SB0142",1.10110100000111E+042
5158,"/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_24-09-19/5158_S28_L001-4_R2_001.fastq.gz",1,"SB0142",1.10110100000111E+042
5220,"/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_24-09-19/5220_S44_L001-4_R1_001.fastq.gz",1,"SB0140",1.10110100000111E+042
4948,"/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_24-09-19/4948_S8_L001-4_R2_001.fastq.gz",1,,1.10110100000011E+042
2602,"/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_24-09-19/2602_S74_L001-4_R2_001.fastq.gz",1,"SB0980",1.10110100000011E+042
3738,"/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_24-09-19/3738_S61_L001-4_R2_001.fastq.gz",1,"SB0140",1.10110100000111E+042
3261,"/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_24-09-19/3261_S50_L001-4_R1_001.fastq.gz",1,"SB0140",1.10110100000111E+042
3825,"/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_24-09-19/3825_S62_L001-4_R2_001.fastq.gz",1,"SB0140",1.10110100000111E+042
3480,"/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_24-09-19/3480_S12_L001-4_R2_001.fastq.gz",1,"SB0142",1.10110100000111E+042
2606,"/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_24-09-19/2606_S51_L001-4_R2_001.fastq.gz",1,"SB0142",1.10110100000111E+042
3762,"/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_24-09-19/3762_S84_L001-4_R1_001.fastq.gz",1,"SB0980",1.10110100000011E+042
1689,"/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_24-09-19/1689_S72_L001-4_R1_001.fastq.gz",1,"SB0975",1.101E+042
4946,"/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_24-09-19/4946_S30_L001-4_R1_001.fastq.gz",1,"SB0140",1.10110100000111E+042
2611,"/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_24-09-19/2611_S19_L001-4_R2_001.fastq.gz",1,"SB0142",1.10110100000111E+042
4961,"/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_24-09-19/4961_S90_L001-4_R1_001.fastq.gz",1,"SB0142",1.10110100000111E+042
3377,"/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_24-09-19/3377_S65_L001-4_R2_001.fastq.gz",1,"SB0140",1.10110100000111E+042
4798,"/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_24-09-19/4798_S58_L001-4_R2_001.fastq.gz",1,"SB0140",1.10110100000111E+042
3090,"/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_24-09-19/3090_S39_L001-4_R1_001.fastq.gz",1,"SB0140",1.10110100000111E+042
1953,"/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_24-09-19/1953_S21_L001-4_R2_001.fastq.gz",1,"SB0142",1.10110100000111E+042
